0.005,83.5
0.01,59.1
0.015,57.4
0.02,56.0
0.025,54.7
0.03,56.4
0.035,56.3
0.04,54.7
0.045,54.6
0.05,56.5
0.055,53.8
0.06,65.6
0.065,57.9
0.07,56.0
0.075,55.9
0.08,57.1
0.085,64.0
0.09,59.3
0.095,56.3
